glottocode;language;colexification;exists_blue;macroarea;latitude;longitude;family;glottocode_family;status;to_lookin_glotto;subsistence;popsize_ethno;popsize_wiki
kelo1247;Klon;green;no;Papunesia;-8.40688;124.429;Timor-Alor-Pantar;timo1261;alive;ok;AGR;6000;5000
kelo1247;Klon  Bring;green;no;Papunesia;-8.349705;124.423117;Timor-Alor-Pantar;timo1261;alive;ok;AGR;6000;5000
kelo1247;Klon  Hopter;green;no;Papunesia;-8.4018;124.4192056;Timor-Alor-Pantar;timo1261;alive;ok;AGR;6000;5000
kema1243;Kemak  Kailaku;none;yes;Papunesia;-8.999982;125.127782;Austronesian;aust1307;alive;ok;AGR;100000;72000
kema1243;Kemak  Kutubaba;none;yes;Papunesia;-8.977051;124.889898;Austronesian;aust1307;alive;ok;AGR;100000;72000
kema1243;Kemak  Lemia;none;yes;Papunesia;-9.067662;124.942512;Austronesian;aust1307;alive;ok;AGR;100000;72000
keoo1238;Keo  Dolima;none;yes;Papunesia;-8.853414;121.308656;Austronesian;aust1307;alive;ok;AGR;100000;100000
keoo1238;Keo  Gero;green;no;Papunesia;-8.7748;121.3314;Austronesian;aust1307;alive;ok;AGR;100000;100000
keoo1238;Keo  Kota Keo;none;yes;Papunesia;-8.820034;121.274577;Austronesian;aust1307;alive;ok;AGR;100000;100000
keoo1238;Keo  Udiworowatu;none;yes;Papunesia;-8.88922;121.2949;Austronesian;aust1307;alive;ok;AGR;100000;100000
keoo1238;Keo  Ute;none;yes;Papunesia;-8.747799;121.383079;Austronesian;aust1307;alive;ok;AGR;100000;100000
kett1243;Ket;none;yes;Eurasia;63.76;87.55;Yeniseian;yeni1252;alive;ok;HG;190;213
kett1243;Ket;none;yes;Eurasia;64;87;Yeniseian;yeni1252;alive;ok;HG;190;213
khal1275;Khaling;green;no;Eurasia;27.3912;87.5053;Sino-Tibetan;sino1245;alive;ok;AGR;18000;15000
khan1273;Khanty;none;yes;Eurasia;62.4308;66.1218;Uralic;ural1272;alive;ok;HG;13600;9584
khan1273;Northern Khanty;none;yes;Eurasia;62.43;66.12;Uralic;ural1272;alive;ok;HG;13600;9584
khap1242;Kha Poong;none;yes;Eurasia;18.25;105;Austroasiatic;aust1305   ;alive;ok;AGR;250;250
khas1269;Khasi;none;yes;Eurasia;24.977;91.9998;Austroasiatic;aust1305   ;alive;ok;AGR;865000;843000
khin1240;Khinalug;none;yes;Eurasia;41.175584;48.127456;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1500;1000
khin1240;Khinalug;none;yes;Eurasia;41.1801;48.0571;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1500;1000
khun1259;Tai Kh??n;none;yes;Eurasia;19.6062;99.3363;Tai-Kadai;taik1256;alive;ok;AGR;121280;120000
khva1239;Khwarshi (Kwantlada dialect);none;yes;Eurasia;42.2743;45.9977;Nakh-Daghestanian;nakh1245;alive;ok;AGR;1870;1740
kild1236;Kildin Saami;none;yes;Eurasia;67;37;Uralic;ural1272;alive;check;AGR;350;350
kild1236;Kildin Sami;none;yes;Eurasia;68.22;35.83;Uralic;ural1272;alive;check;AGR;350;350
kimm1245;Kim Mun;green;no;Eurasia;18.955781;109.86012;Hmong-Mien;hmon1336;alive;ok;AGR;374500;400000
kira1248;Kiraman;green;no;Papunesia;-8.3847;124.8334;Timor-Alor-Pantar;timo1261;alive;ok;NA;NA;NA
kiry1234;Fali Kiria;none;yes;Africa;10.48;13.36;Afro-Asiatic;afro1255;alive;ok;NA;7450;7450
koko1269;Kokota;green;no;Papunesia;-8.16481;159.191;Austronesian;aust1307;alive;ok;AGR;530;530
komi1268;Komi;bruise;yes;Eurasia;64.0527;54.946;Uralic;ural1272;alive;ok;AGR;217000;156000
komi1268;Komi-Zyrian;none;yes;Eurasia;64.05;54.95;Uralic;ural1272;alive;ok;AGR;217000;156000
komi1269;Komi-Permyak;none;yes;Eurasia;59.66;54.8;Uralic;ural1272;alive;ok;AGR;94300;63100
komo1261;Komodo;green;no;Papunesia;-8.65;119.47;Austronesian;aust1307;alive;ok;AGR;700;700
komy1238;Komyandaret;green;no;Papunesia;-5.25453;140.213;Nuclear Trans New Guinea;nucl1709;alive;ok;AGR;300;300
kore1280;Korean;none;yes;Eurasia;37.5;128;Koreanic;kore1284;alive;ok;AGR;66305890;77300000
koro1312;Korowai;green  black;no;Papunesia;-5.26952;140.047;Nuclear Trans New Guinea;nucl1709;alive;ok;HG;3500;3500
koto1251;Kotos Amarasi;none;yes;Papunesia;-10.243786;123.872438;Austronesian;aust1307;alive;ok;AGR;NA;NA
kryt1240;Kryz;none;yes;Eurasia;41.180749;48.191748;Nakh-Daghestanian;nakh1245;alive;ok;AGR;6000;10000
kryt1240;Kryz;none;yes;Eurasia;41.1811;48.1846;Nakh-Daghestanian;nakh1245;alive;ok;AGR;6000;10000
kuba1248;Dargwa (Kubachi dialect);none;yes;Eurasia;42.08504;47.601843;Nakh-Daghestanian;nakh1245;alive;ok;AGR;NA;NA
kuco1235;Kucong;green;no;Eurasia;22.26;101.25;Sino-Tibetan;sino1245;alive;ok;HG;46870;50000
kuii1253;Kui;none;yes;Papunesia;-8.38204;124.791;Timor-Alor-Pantar;timo1261;alive;ok;AGR;4240;800
kuii1253;Kui  Labaing;none;yes;Papunesia;-8.422124;124.524538;Timor-Alor-Pantar;timo1261;alive;ok;AGR;4240;800
kula1280;Kula  Lantoka;green;no;Papunesia;-8.2584306;124.9309167;Timor-Alor-Pantar;timo1261;alive;ok;AGR;5000;5000
kumb1274;Kumbewaha;none;yes;Papunesia;-5.34;123.15;Austronesian;aust1307;alive;ok;AGR;3400;3400
kumy1244;Kumyk;none;yes;Eurasia;43.718021;47.373272;Turkic;turk1311;alive;ok;AGR;422550;426212
kumy1244;Kumyk;none;yes;Eurasia;43;47;Turkic;turk1311;alive;ok;AGR;422550;426212
kunz1244;Kunza;none;yes;South America;-23;-69;Kunza;kunz1244;just_extinct;ok;AGR;0;0
kusa1251;Kusaghe;none;yes;Papunesia;-8.04056;157.463;Austronesian;aust1307;alive;ok;AGR;2400;2400
kusa1252;Kusa-Manea;none;yes;Papunesia;-9.4684;124.822642;Austronesian;aust1307;alive;ok;AGR;NA;NA
kwai1243;Kwaio;black;mixed_with;Papunesia;-8.93744;160.965;Austronesian;aust1307;alive;ok;AGR;13200;13000
labi1245;Jaku;none;yes;Africa;10.4847;9.59527;Atlantic-Congo;atla1278  ;alive;ok;AGR;13000;500
lagh1246;Samasodu;green;no;Papunesia;-8.00509;158.961;Austronesian;aust1307;alive;ok;NA;15;15
lahu1252;Lahu Shi;none;yes;Eurasia;21.2078;100.97;Sino-Tibetan;sino1245;alive;ok;AGR;196200;196200
lakk1238;Lakkia;none;yes;Eurasia;24.1169;110.106;Tai-Kadai;taik1256;alive;ok;AGR;12000;9000
lakk1252;Lak;none;yes;Eurasia;42.13;47.08;Nakh-Daghestanian;nakh1245;alive;ok;AGR;164420;154820
lakk1252;Lak;none;yes;Eurasia;42.1328;47.0809;Nakh-Daghestanian;nakh1245;alive;ok;AGR;164420;154820
lama1277;Ile Mandiri Lamaholot  Lewoingu;none;yes;Papunesia;-8.423064;122.816413;Austronesian;aust1307;alive;ok;AGR;150000;180000
lamb1273;Lamboya;green;no;Papunesia;-9.7;119.34;Austronesian;aust1307;alive;ok;AGR;25000;25000
lame1257;Lame;none;yes;Africa;10.7229;8.78768;Atlantic-Congo;atla1278  ;alive;ok;NA;10000;10000
lamm1241;Western Pantar;green;no;Papunesia;-8.52787;124.057;Timor-Alor-Pantar;timo1261;alive;ok;AGR;10000;10300
lang1316;Ecun Buyang;none;yes;Eurasia;23.550258;106.016896;Tai-Kadai;taik1256;alive;ok;NA;300;300
lanp1241;Lanping;none;yes;Eurasia;26.5158555;99.2581092;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
larg1235;Chuanqiandian  Northeast Yunnan;green;no;Eurasia;27.096059;103.698607;Hmong-Mien;hmon1336;alive;ok;AGR;300000;300000
lasa1237;Lasalimu;none;yes;Papunesia;-5.24;123.13;Austronesian;aust1307;alive;ok;AGR;1700;1700
lati1261;Latin;none;yes;Eurasia;41.9;12.45;Indo-European;indo1319;old;ok;AGR;0;0
lati1261;Latin;none;yes;Eurasia;41.890189;12.4923;Indo-European;indo1319;old;ok;AGR;0;0
lati1261;Latin;none;yes;Eurasia;41.9026;12.4502;Indo-European;indo1319;old;ok;AGR;0;0
latv1249;Latvian;none;yes;Eurasia;56.83;24.31;Indo-European;indo1319;alive;ok;AGR;1504880;1500000
latv1249;Latvian;none;yes;Eurasia;56.915;24.113274;Indo-European;indo1319;alive;ok;AGR;1504880;1500000
latv1249;Latvian;none;yes;Eurasia;56.826108;24.309118;Indo-European;indo1319;alive;ok;AGR;1504880;1500000
lauu1247;Lau North and Walade;none;yes;Papunesia;-8.51018;160.872;Austronesian;aust1307;alive;ok;AGR;16900;17000
leba1239;Teiwa  Lebang;none;yes;Papunesia;-8.257;124.2151;Timor-Alor-Pantar;timo1261;alive;ok;NA;NA;NA
leng1259;Lengo;none;yes;Papunesia;-9.56425;160.42;Austronesian;aust1307;alive;ok;NA;13800;14000
leng1262;Lengua;green;no;South America;-22.6559;-58.9053;Lengua-Mascoy;leng1261;alive;ok;HG;10200;10200
lepc1244;Lepcha;none;yes;Eurasia;27.05;88.34;Sino-Tibetan;sino1245;alive;ok;AGR;52830;66500
lezg1247;Lezgi (Mikrakh dialect);none;yes;Eurasia;41.5157;47.8951;Nakh-Daghestanian;nakh1245;alive;ok;AGR;783720;633610
lezg1247;Lezgian;none;yes;Eurasia;41.52;47.9;Nakh-Daghestanian;nakh1245;alive;ok;AGR;783720;633610
lezg1247;Lezgian;none;yes;Eurasia;41.553811;48.038979;Nakh-Daghestanian;nakh1245;alive;ok;AGR;783720;633610
lezg1247;Lezgian;none;yes;Eurasia;41.5157;47.8951;Nakh-Daghestanian;nakh1245;alive;ok;AGR;783720;633610
lioo1240;Lio;green;no;Papunesia;-8.69;121.84;Austronesian;aust1307;alive;ok;AGR;17000;17000
lisu1250;Lisu;none;yes;Eurasia;26.91;98.94;Sino-Tibetan;sino1245;alive;ok;AGR;767000;940000
lith1251;Lithuanian;none;yes;Eurasia;55.14;23.96;Indo-European;indo1319;alive;ok;AGR;3154180;4000000
lith1251;Lithuanian;none;yes;Eurasia;54.680183;25.255852;Indo-European;indo1319;alive;ok;AGR;3154180;4000000
lith1251;Lithuanian;none;yes;Eurasia;55.1429;23.9601;Indo-European;indo1319;alive;ok;AGR;3154180;4000000
livv1243;Olonets Karelian;none;yes;Eurasia;61;33;Uralic;ural1272;alive;ok;AGR;19270;30770
livv1244;Livonian;none;yes;Eurasia;57.57;22.03;Uralic;ural1272;alive;ok;AGR;15;40
lixi1238;rGyalrong (Lixian Xuecheng Jiamizhai);none;yes;Eurasia;31.617273;103.276061;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
lole1239;Lole;none;yes;Papunesia;-10.81453;123.10599;Austronesian;aust1307;alive;ok;AGR;20000;20000
long1395;Longgu;none;yes;Papunesia;-9.75258;160.663;Austronesian;aust1307;alive;ok;NA;1890;1500
lowe1385;Lower Sorbian;none;yes;Eurasia;51.75;14.3333;Indo-European;indo1319;alive;ok;AGR;7240;6670
lule1254;Lule Sami;none;yes;Eurasia;67.28;17.81;Uralic;ural1272;alive;ok;AGR;2000;2000
lung1249;Lungga;none;yes;Papunesia;-8.17469;156.573;Austronesian;aust1307;alive;ok;NA;2770;2800
luop1235;Luobuohe  Eastern;none;yes;Eurasia;26.63966;107.913354;Hmong-Mien;hmon1336;alive;ok;AGR;61000;61000
luop1235;Luobuohe  Western;none;yes;Eurasia;26.854607;107.226676;Hmong-Mien;hmon1336;alive;ok;AGR;61000;61000
luuu1242;Tai L??;none;yes;Eurasia;21.0321;101.282;Tai-Kadai;taik1256;alive;ok;AGR;701960;550000
lydi1241;Lydian;none;yes;Eurasia;38.488284;28.040288;Indo-European;indo1319;old;ok;AGR;0;0
maca1260;Maca;none;yes;South America;-25.0119;-57.3694;Matacoan;mata1289;alive;ok;HG;1500;1500
macu1259;Macushi;green;no;South America;4.31861;-60.2209;Cariban;cari1283;alive;ok;AGR;29100;9600
maer1238;rGyalrong;none;yes;Eurasia;28.33;102.42;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
maer1238;rGyalrong (Maerkang Bola (A));none;yes;Eurasia;31.915985;102.212059;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
maer1238;rGyalrong (Maerkang Soman);none;yes;Eurasia;31.864114;102.484959;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
mafa1239;Matakam;green;no;Africa;10.943;13.8181;Afro-Asiatic;afro1255;alive;ok;AGR;140910;2000000
maha1287;Mahasu Pahari (Kotghari dialect);green;no;Eurasia;31.0088;77.5317;Indo-European;indo1319;alive;ok;AGR;1000000;1000000
maka1316;Makasae;none;yes;Papunesia;-8.548563;126.505903;Timor-Alor-Pantar;timo1261;alive;ok;AGR;70000;102000
maka1316;Makasae;none;yes;Papunesia;-8.65843;126.507;Timor-Alor-Pantar;timo1261;alive;ok;AGR;70000;102000
mala1464;Malayalam;none;yes;Eurasia;9.59;76.77;Dravidian;drav1251;alive;ok;AGR;35893990;37100000
mamb1306;Central Mambae  Hatu-Builico;green;no;Papunesia;-8.888349;125.563692;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;Central Mambae  Laulara;green;no;Papunesia;-8.619529;125.592092;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;Central Mambae  Liquidoe;none;yes;Papunesia;-8.728878;125.7084;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;Northwest Mambae  Barzatete;green;no;Papunesia;-8.623507;125.380998;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;Northwest Mambae  Hatulia;none;yes;Papunesia;-8.776468;125.357167;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;Northwest Mambae  Railaco;none;yes;Papunesia;-8.674155;125.466788;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;South Mambae  Betano;none;yes;Papunesia;-9.138586;125.73097;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;South Mambae  Hatu-Udo;none;yes;Papunesia;-9.139849;125.59773;Austronesian;aust1307;alive;ok;AGR;80000;130000
mamb1306;South Mambae  Letefoho;none;yes;Papunesia;-8.974955;125.647294;Austronesian;aust1307;alive;ok;AGR;80000;130000
mana1288;Manange;none;yes;Eurasia;28;84.25;Sino-Tibetan;sino1245;alive;ok;AGR;3740;390
manc1252;Manchu;none;yes;Eurasia;47.31;126.56;Tungusic;tung1282;alive;ok;AGR;60;20
mand1415;Mandarin;none;yes;Eurasia;40.0209;116.228;Sino-Tibetan;sino1245;alive;ok;AGR;845456760;1070000000
mand1415;Mandarin Chinese;green;no;Eurasia;40.02;116.23;Sino-Tibetan;sino1245;alive;ok;AGR;845456760;1070000000
mand1415;Mandarin Chinese;green;no;Eurasia;34;110;Sino-Tibetan;sino1245;alive;ok;AGR;845456760;1070000000
mand1415;Mandarin Chinese;green;no;Eurasia;40.01;116.14;Sino-Tibetan;sino1245;alive;ok;AGR;845456760;1070000000
mand1476;Burmese (Spoken Rangoon);none;yes;Eurasia;16.867489;96.191442;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
mang1378;Mang Ch;none;yes;Eurasia;21.4305;102.133;Austroasiatic;aust1305   ;alive;ok;NA;3165;4900
mang1405;Manggarai;green;no;Papunesia;-8.597801;119.933716;Austronesian;aust1307;alive;ok;AGR;500000;900000
mang1405;Manggarai;green;no;Papunesia;-8.56;120.33;Austronesian;aust1307;alive;ok;AGR;500000;900000
manm1238;Keme (Kemie variety);none;yes;Eurasia;22.0743;100.842;Austroasiatic;aust1305   ;alive;ok;NA;900;990
mans1258;Mansi;none;yes;Eurasia;64.4118;61.344;Uralic;ural1272;alive;ok;HG;2750;1000
mans1258;Mansi;none;yes;Eurasia;64.4118;61.344;Uralic;ural1272;alive;ok;HG;2750;1000
mans1258;Northern Mansi;none;yes;Eurasia;64.41;61.34;Uralic;ural1272;alive;ok;HG;2750;1000
mans1258;Northern Mansi;none;yes;Eurasia;64.41;61.34;Uralic;ural1272;alive;ok;HG;2750;1000
maon1241;Maonan;none;yes;Eurasia;25.0169;108.024;Tai-Kadai;taik1256;alive;ok;AGR;30000;30000
maor1246;Maori;none;yes;Papunesia;-37.731738;178.171952;Austronesian;aust1307;alive;ok;HG;60260;160000
maor1246;Maori;none;yes;Papunesia;-38.2881;176.541;Austronesian;aust1307;alive;ok;HG;60260;160000
mapu1245;Mapudungun;none;yes;South America;-38;-72;Araucanian;arau1255;alive;ok;AGR;300039;300000
mapu1245;Mapudungun;none;yes;South America;-38.7392;-71.277;Araucanian;arau1255;alive;ok;AGR;300039;300000
maqu1238;De'kwana;green  unripe;no;South America;4.70705;-64.3877;Cariban;cari1283;alive;ok;AGR;5950;6000
mara1378;Marathi;none;yes;Eurasia;16.697611;74.241441;Indo-European;indo1319;alive;ok;AGR;68061130;83100000
mara1378;Marathi;none;yes;Eurasia;17.9344;76.6665;Indo-European;indo1319;alive;ok;AGR;68061130;83100000
mara1397;Marau;none;yes;Papunesia;-1.66738;135.797;Austronesian;aust1307;alive;ok;AGR;1700;1700
maro1244;Marovo;none;yes;Papunesia;-8.37943;157.747;Austronesian;aust1307;alive;ok;AGR;8090;8100
masa1322;Banana and Massa;none;yes;Africa;10.0606;15.4748;Afro-Asiatic;afro1255;alive;ok;AGR;233000;230000
mash1270;Mashco Piro;none;yes;South America;-11.4745;-70.7953;Arawakan;araw1281;alive;ok;HG;60;60
masi1269;Cia-Cia  Masiri;none;yes;Papunesia;-5.4367;122.89965;Austronesian;aust1307;alive;ok;AGR;NA;NA
mawa1264;Muna  Wasilomata;none;yes;Papunesia;-5.313118;122.31757;Austronesian;aust1307;alive;ok;NA;NA;NA
mesm1239;Misme (Zime);none;yes;Africa;9.28888;15.7018;Afro-Asiatic;afro1255;alive;ok;no;20100;20000
mezq1235;Otomi;none;yes;North America;20.1667;-98.8333;Otomanguean;otom1299;alive;ok;AGR;100000;100000
midd1317;Middle English;none;yes;Eurasia;51.313607;-1.758622;Indo-European;indo1319;old;ok;AGR;0;0
midd1317;Middle English;none;yes;Eurasia;51.65;-1.11;Indo-European;indo1319;old;ok;AGR;0;0
midd1343;Middle High German;none;yes;Eurasia;48.742717;9.717403;Indo-European;indo1319;old;ok;AGR;0;0
midd1343;Middle High German;none;yes;Eurasia;48.254;10.599;Indo-European;indo1319;old;ok;AGR;0;0
midd1344;Middle Chinese;green  black  grey;no;Eurasia;40;116;Sino-Tibetan;sino1245;old;ok;AGR;0;0
midd1360;Middle Irish;none;yes;Eurasia;52.658918;-8.634407;Indo-European;indo1319;old;ok;AGR;NA;NA
midi1237;Midiki;none;yes;Papunesia;-8.646986;126.146467;Austronesian;aust1307;alive;ok;NA;NA;NA
mlab1235;Mlabri;none;yes;Eurasia;18.5533;101.163;Austroasiatic;aust1305   ;alive;ok;HG;300;130
moco1246;Mocov?¡;none;yes;South America;-28.097;-60.4145;Guaicuruan;guai1249;alive;ok;HG;4530;3000
mode1248;Modern Greek;none;yes;Eurasia;38;23.75;Indo-European;indo1319;alive;ok;AGR;13084490;15000000
mode1248;Modern Greek;none;yes;Eurasia;38.028622;23.694334;Indo-European;indo1319;alive;ok;AGR;13084490;15000000
mode1248;Modern Greek;none;yes;Eurasia;38.36;23.13;Indo-European;indo1319;alive;ok;AGR;13084490;15000000
moks1248;Moksha;none;yes;Eurasia;54.19;42.67;Uralic;ural1272;alive;ok;AGR;614000;2025
mono1273;Mono;none;yes;Papunesia;-7.05102;155.76;Austronesian;aust1307;alive;ok;AGR;3340;2940
morb1239;Mor;none;yes;Papunesia;-2.86;132.84;Mor;morb1239;alive;ok;HG;25;30
morb1239;Mor;none;yes;Papunesia;-2.85747;132.845;Mor;morb1239;alive;ok;HG;25;30
mose1249;Moset?®n;none;yes;South America;-14.441231;-68.29861;Moseten-Chimane;mose1249;alive;ok;AGR;5329;5313
mose1249;Moset?®n;none;yes;South America;-14.64448;-67.83756;Moseten-Chimane;mose1249;alive;ok;AGR;5329;5313
mosk1236;Moskona;none;yes;Papunesia;-1.62;133.15;East Bird's Head;east1459;alive;ok;AGR;8000;8000
mosk1236;Moskona;none;yes;Papunesia;-1.62201;133.145;East Bird's Head;east1459;alive;ok;AGR;8000;8000
movi1243;Movima;none;yes;South America;-14.164441;-65.672878;Movima;movi1243;alive;ok;AGR;1450;1400
movi1243;Movima;none;yes;South America;-13.8115;-65.6348;Movima;movi1243;alive;ok;AGR;1450;1400
mula1253;Mulam;none;yes;Eurasia;24.8151;108.928;Tai-Kadai;taik1256;alive;ok;AGR;86000;86000
mund1330;Munduruk??;none;yes;South America;-8.41095;-57.691;Tupian;tupi1275;alive;ok;AGR;10100;7000
muya1239;Nyagrong Minyag (Ganzi Xinlong);none;yes;Eurasia;30.932449;100.326871;Sino-Tibetan;sino1245;alive;ok;NA;10000;10000
nage1237;Nage  East;green;no;Papunesia;-8.7;121.31;Austronesian;aust1307;alive;ok;AGR;50000;50000
naka1265;Nakai;none;yes;Papunesia;-5.19377;140.512;Nuclear Trans New Guinea;nucl1709;alive;ok;NA;700;700
nana1257;Nanai;none;yes;Eurasia;48.43;134.8;Tungusic;tung1282;alive;ok;HG;3902;1390
nanh1240;Yi (Nanhua);none;yes;Eurasia;23.43;101.69;Sino-Tibetan;sino1245;alive;ok;NA;NA;NA
natu1246;Malo and Reefs;none;yes;Papunesia;-10.6771;165.835;Austronesian;aust1307;alive;ok;AGR;NA;NA
naue1237;Naueti;none;yes;Papunesia;-8.71;126.74;Austronesian;aust1307;alive;ok;NA;1000;15000
naxi1245;Naxi;none;yes;Eurasia;27.5;100;Sino-Tibetan;sino1245;alive;ok;AGR;310000;310000
nege1244;Negerhollands;none;yes;North America;18.3416;-64.8922;Indo-European;indo1319;just_extinct;ok;AGR;0;0
nene1249;Nenets;none;yes;Eurasia;66.1775;71.0234;Uralic;ural1272;alive;ok;AGR;31300;21926
nene1249;Tundra Nenets;none;yes;Eurasia;66.18;71.02;Uralic;ural1272;alive;ok;AGR;31300;21926
nepa1254;Nepali;none;yes;Eurasia;27.695645;85.338319;Indo-European;indo1319;alive;ok;AGR;15800000;15800000
nepa1254;Nepali;none;yes;Eurasia;28;85;Indo-European;indo1319;alive;ok;AGR;15800000;15800000
newa1246;Newar;none;yes;Eurasia;27.2614;84.9577;Sino-Tibetan;sino1245;alive;check;AGR;860000;860000
newa1246;Newari;none;yes;Eurasia;27.16;84.57;Sino-Tibetan;sino1245;alive;check;AGR;860000;860000
ngad1267;Ngadha;green;no;Papunesia;-8.8;120.98;Austronesian;aust1307;alive;ok;AGR;62120;69000
ngan1291;Nganasan;green;no;Eurasia;73.14;86.21;Uralic;ural1272;alive;ok;HG;500;125
ngan1291;Nganasan;green;no;Eurasia;73.14;86.21;Uralic;ural1272;alive;ok;HG;500;125
ngao1245;Nga'o  Oja;green;no;Papunesia;-8.69;121.44;Austronesian;aust1307;alive;ok;NA;NA;NA
ngao1245;Nga'o  Watumite;green;no;Papunesia;-8.72;121.41;Austronesian;aust1307;alive;ok;NA;NA;NA
ngas1240;Angas;none;yes;Africa;9.32042;9.46146;Afro-Asiatic;afro1255;alive;ok;AGR;400000;400000
nggw1242;Ngwaxi;none;yes;Africa;10.6058;12.9234;Afro-Asiatic;afro1255;alive;ok;AGR;2000;2000
ngiz1242;Ngizim;none;yes;Africa;12.1051;11.0178;Afro-Asiatic;afro1255;alive;ok;AGR;80000;80000
nina1238;Ninam (Shirishana variety);green  black  dark;no;South America;4.03894;-62.7801;Yanomamic;yano1268;alive;ok;HG;570;470
nina1238;Ninam (Shirishana variety);green  black  dark;no;South America;4.03894;-62.7801;Yanomamic;yano1268;alive;ok;HG;570;470
niva1238;Nivacl?®;none;yes;South America;-22.8557;-61.7606;Matacoan;mata1289;alive;ok;HG;13900;14000
noga1249;Nogai;sky;yes;Eurasia;43.5917;46.6618;Turkic;turk1311;alive;ok;AGR;90310;87000
nort1545;Jinsha Dai;none;yes;Eurasia;26.7238;106.682;Hmong-Mien;hmon1336;alive;ok;AGR;84000;84000
nort2641;Northern Kurdish;green;no;Eurasia;37;43;Indo-European;indo1319;alive;ok;AGR;9320240;14600000
nort2646;Northern Pashto;none;yes;Eurasia;32.1;67.2;Indo-European;indo1319;alive;ok;AGR;9720700;20900000
nort2671;Northern Saami;none;yes;Eurasia;69.418231;20.272909;Uralic;ural1272;alive;check;AGR;20000;20000
nort2671;Northern Saami;none;yes;Eurasia;68.725;22.1113;Uralic;ural1272;alive;check;AGR;20000;20000
nort2671;Northern Sami;none;yes;Eurasia;68.72;22.11;Uralic;ural1272;alive;check;AGR;20000;20000
nort2690;Northern Uzbek;none;yes;Eurasia;39.65;67;Turkic;turk1311;alive;ok;AGR;18817600;26912410
nort2697;Azerbaijani;sky;yes;Eurasia;40.98;46.47;Turkic;turk1311;alive;ok;AGR;7473270;9220610
nort2697;Azerbaijani;sky;yes;Eurasia;40.9777;46.4737;Turkic;turk1311;alive;ok;AGR;7473270;9220610
nort2697;North Azerbaijani;sky;yes;Eurasia;40.4;49.6;Turkic;turk1311;alive;ok;AGR;7473270;9220610
nort2740;Khamuang (Chiang Mai variety);none;yes;Eurasia;18.857495;100.20739;Tai-Kadai;taik1256;alive;ok;AGR;6009400;6029500
nort2745;Northern Yukaghir;none;yes;Eurasia;69;155;Yukaghir;yuka1259;alive;ok;HG;90;40
nort2747;Qiandong  North;green;no;Eurasia;26.68993;108.401145;Hmong-Mien;hmon1336;alive;ok;AGR;1250000;1250000
nort2749;Chuanqiandian  Central Guizhou;green;no;Eurasia;26.231562;106.861969;Hmong-Mien;hmon1336;alive;ok;AGR;70000;70000
nort2770;Yingilum;black;mixed_with;Africa;9.9249;13.6567;Atlantic-Congo;atla1278  ;alive;ok;AGR;16000;16000
nort2938;Northern Haida;none;yes;North America;54.004532;-132.079257;Haida;haid1248;alive;ok;HG;75;75
nort2938;Northern Haida;none;yes;North America;54.004532;-132.079257;Haida;haid1248;alive;ok;HG;75;75
nort2972;Embera;green;no;South America;7.12761;-77.574;Chocoan;choc1280;alive;ok;AGR;60200;72000
norw1258;Norwegian (Bokm?Ñl);none;yes;Eurasia;59.92;10.71;Indo-European;indo1319;alive;ok;AGR;5200000;5200000
norw1259;Norwegian (Bokm?Ñl);none;yes;Eurasia;59.912785;10.740802;Indo-European;indo1319;written_only;ok;AGR;0;0
nucl1235;Armenian;none;yes;Eurasia;40;45;Indo-European;indo1319;alive;ok;AGR;6376520;6700000
nucl1290;Wa;none;yes;Eurasia;23.1024;99.108;Austroasiatic;aust1305   ;alive;ok;AGR;40000;40000
nucl1301;Turkish;none;yes;Eurasia;39.87;32.87;Turkic;turk1311;alive;ok;AGR;50750120;82231620
nucl1301;Turkish;none;yes;Eurasia;39.926806;32.857539;Turkic;turk1311;alive;ok;AGR;50750120;82231620
nucl1302;Georgian;none;yes;Eurasia;41.85;43.79;Kartvelian;kart1248;alive;ok;AGR;4255270;3700000
nucl1302;Georgian;none;yes;Eurasia;41.619549;44.824791;Kartvelian;kart1248;alive;ok;AGR;4255270;3700000
nucl1305;Kannada;none;yes;Eurasia;13.59;76.12;Dravidian;drav1251;alive;ok;AGR;35327600;43506272
nucl1310;Nuclear Burmese;green;no;Eurasia;20.48;93.58;Sino-Tibetan;sino1245;alive;ok;AGR;32319700;32035300
nucl1516;Rembong;none;yes;Papunesia;-8.53;120.97;Austronesian;aust1307;alive;ok;NA;NA;NA
nucl1643;Japanese;unripe;yes;Eurasia;35;135;Japonic;japo1237;alive;ok;AGR;122080100;130000000
