glottocode	latitude	longitude	longitude_180	UV_jan	UV_fev	UV_mar	UV_apr	UV_may	UV_jun	UV_jul	UV_aug	UV_sep	UV_oct	UV_nov	UV_dec	UV_sd	UV_mean
chib1270	6.24999	285.8334	-74.1666	18050	19772	18396	16678	16789	17192	17536	18251	17768	16338	16497	16907	994.798700514559	17514.5
chip1262	-18.73951	292.10367	-67.89633	18748	17651	19236	19078	16713	15451	16020	18160	20846	20913	20902	19790	1882.55963727017	18625.6666666667
chir1284	41.869481	47.41111	47.41111	6369	9200	12234	16186	19379	21735	22028	19347	16040	10956	7386	5699	6006.65286401569	13879.9166666667
chon1284	12.5218	102.514	102.514	18721	20170	20844	21357	18989	17457	16505	16205	16280	17577	17839	18026	1736.42955689559	18330.8333333333
chuk1273	68.64	170.04	170.04	160	1478	7211	15677	21111	22720	18463	11484	6386	2455	425	20	8618.00081049526	8965.83333333333
chuk1273	68.64	170.04	170.04	160	1478	7211	15677	21111	22720	18463	11484	6386	2455	425	20	8618.00081049526	8965.83333333333
chur1257	43.955965	22.871767	22.871767	4833	7718	11562	16078	19622	22120	22739	20002	14866	9625	5364	3991	6946.92023325968	13210
chur1257	43.7171	22.8442	22.8442	4926	7842	11607	15962	19261	21843	22474	19932	14923	9709	5459	4074	6798.71528416594	13167.6666666667
chuv1255	55.49	47.16	47.16	2064	4836	9586	14283	19496	20809	19634	15267	9391	4677	1993	1322	7403.38670454068	10279.8333333333
ciac1237	-5.58045	122.73825	122.73825	16261	17409	18688	18727	17328	16328	17028	19494	22014	22807	21088	18212	2179.68112763813	18782
ciac1237	-5.39368	122.97893	122.97893	16370	17698	19011	18762	17301	16167	16812	18984	21680	22673	21437	18581	2145.31067185801	18789.6666666667
ciac1237	-5.68953	122.63715	122.63715	16411	17673	19047	18873	17449	16689	17482	20004	22559	23403	21663	18578	2307.77367955799	19152.5833333333
ciac1237	-5.6046	122.59627	122.59627	16590	17726	19009	18874	17442	16604	17383	19741	22135	22742	21216	18571	2082.49147657319	19002.75
ciba1236	10.8977	12.902	12.902	18780	20667	20821	20427	20319	19869	17748	16346	18143	20162	19486	18803	1367.90579542288	19297.5833333333
cine1238	11.1319	13.8187	13.8187	19260	21206	21484	21013	21053	19850	17953	16772	18531	20416	19687	19135	1447.41275970944	19696.6666666667
clas1254	30.027852	91.158704	91.158704	12873	15168	17622	20380	22087	20803	18901	18607	17428	16737	14174	12436	3118.02825224823	17268
cofa1242	0.276675	282.9357	-77.0643	14927	14198	13140	12621	12509	11712	12598	14196	15394	14237	14557	13801	1125.86932069078	13657.5
colo1256	-0.21181	280.7653	-79.2347	11541	12858	13654	13221	12280	10713	10487	11910	12834	11206	11331	11553	1007.45659354574	11965.6666666667
croa1245	45.2	16.83	16.83	4348	7201	11027	15475	19662	21877	22910	20059	14849	9205	4940	3621	7137.72324068439	12931.1666666667
